insumo,dep,cultivo,tipo,mes,ha,usd,estructura
Abono orgánico,Madre de Dios,piña,permanente,Mar,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Abr,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Abr,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Abr,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Abr,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,May,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,May,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,May,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,May,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Jun,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Jun,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Jun,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Jun,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Jul,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Jul,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Jul,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Jul,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Ago,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Ago,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Ago,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Ago,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Set,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Set,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Set,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Set,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Oct,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Oct,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Oct,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Oct,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Nov,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Nov,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Nov,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Nov,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Dic,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Dic,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Dic,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Dic,35.166666666666664,1134.19,propia
Fertilizante,Pasco,piña,permanente,Ene,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Ene,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Ene,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Ene,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Feb,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Feb,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Feb,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Feb,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Mar,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Mar,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Mar,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Mar,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Abr,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Abr,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Abr,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Abr,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,May,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,May,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,May,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,May,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Jun,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Jun,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Jun,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Jun,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Jul,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Jul,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Jul,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Jul,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Ago,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Ago,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Ago,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Ago,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Set,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Set,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Set,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Set,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Oct,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Oct,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Oct,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Oct,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Nov,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Nov,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Nov,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Nov,3.9166666666666665,126.32,propia
Fertilizante,Pasco,piña,permanente,Dic,3.9166666666666665,586.83,propia
Fitosanitario,Pasco,piña,permanente,Dic,3.9166666666666665,332.61,propia
Semilla,Pasco,piña,permanente,Dic,3.9166666666666665,597.05,propia
Abono orgánico,Pasco,piña,permanente,Dic,3.9166666666666665,126.32,propia
Fertilizante,Puno,piña,permanente,Ene,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Ene,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Ene,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Ene,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Feb,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Feb,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Feb,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Feb,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Mar,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Mar,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Mar,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Mar,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Abr,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Abr,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Abr,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Abr,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,May,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,May,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,May,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,May,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Jun,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Jun,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Jun,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Jun,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Jul,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Jul,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Jul,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Jul,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Ago,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Ago,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Ago,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Ago,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Set,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Set,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Set,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Set,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Oct,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Oct,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Oct,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Oct,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Nov,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Nov,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Nov,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Nov,69.83333333333333,2252.26,propia
Fertilizante,Puno,piña,permanente,Dic,69.83333333333333,10462.97,propia
Fitosanitario,Puno,piña,permanente,Dic,69.83333333333333,5930.3,propia
Semilla,Puno,piña,permanente,Dic,69.83333333333333,10645.36,propia
Abono orgánico,Puno,piña,permanente,Dic,69.83333333333333,2252.26,propia
Fertilizante,San Martín,piña,permanente,Ene,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Ene,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Ene,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Ene,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Feb,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Feb,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Feb,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Feb,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Mar,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Mar,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Mar,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Mar,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Abr,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Abr,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Abr,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Abr,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,May,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,May,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,May,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,May,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Jun,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Jun,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Jun,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Jun,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Jul,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Jul,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Jul,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Jul,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Ago,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Ago,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Ago,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Ago,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Set,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Set,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Set,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Set,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Oct,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Oct,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Oct,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Oct,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Nov,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Nov,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Nov,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Nov,62.07083333333333,2001.91,propia
Fertilizante,San Martín,piña,permanente,Dic,62.07083333333333,9299.93,propia
Fitosanitario,San Martín,piña,permanente,Dic,62.07083333333333,5271.1,propia
Semilla,San Martín,piña,permanente,Dic,62.07083333333333,9462.05,propia
Abono orgánico,San Martín,piña,permanente,Dic,62.07083333333333,2001.91,propia
Fertilizante,Ucayali,piña,permanente,Ene,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Ene,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Ene,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Ene,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Feb,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Feb,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Feb,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Feb,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Mar,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Mar,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Mar,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Mar,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Abr,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Abr,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Abr,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Abr,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,May,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,May,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,May,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,May,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Jun,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Jun,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Jun,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Jun,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Jul,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Jul,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Jul,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Jul,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Ago,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Ago,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Ago,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Ago,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Set,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Set,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Set,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Set,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Oct,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Oct,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Oct,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Oct,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Nov,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Nov,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Nov,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Nov,54.0,1741.61,propia
Fertilizante,Ucayali,piña,permanente,Dic,54.0,8090.7,propia
Fitosanitario,Ucayali,piña,permanente,Dic,54.0,4585.72,propia
Semilla,Ucayali,piña,permanente,Dic,54.0,8231.73,propia
Abono orgánico,Ucayali,piña,permanente,Dic,54.0,1741.61,propia
Fertilizante,Amazonas,platano,permanente,Ene,1003.6341666666668,67859.43,propia
Fitosanitario,Amazonas,platano,permanente,Ene,1003.6341666666668,64030.37,propia
Riego,Amazonas,platano,permanente,Ene,1003.6341666666668,49937.31,propia
Abono orgánico,Amazonas,platano,permanente,Ene,1003.6341666666668,55960.1,propia
Asistencia técnica,Amazonas,platano,permanente,Ene,1003.6341666666668,27707.49,propia
Fertilizante,Amazonas,platano,permanente,Feb,1003.6341666666668,67859.43,propia
Fitosanitario,Amazonas,platano,permanente,Feb,1003.6341666666668,64030.37,propia
Riego,Amazonas,platano,permanente,Feb,1003.6341666666668,49937.31,propia
Abono orgánico,Amazonas,platano,permanente,Feb,1003.6341666666668,55960.1,propia
Asistencia técnica,Amazonas,platano,permanente,Feb,1003.6341666666668,27707.49,propia
Fertilizante,Amazonas,platano,permanente,Mar,1003.6341666666668,67859.43,propia
Fitosanitario,Amazonas,platano,permanente,Mar,1003.6341666666668,64030.37,propia
Riego,Amazonas,platano,permanente,Mar,1003.6341666666668,49937.31,propia
Abono orgánico,Amazonas,platano,permanente,Mar,1003.6341666666668,55960.1,propia
Asistencia técnica,Amazonas,platano,permanente,Mar,1003.6341666666668,27707.49,propia
Fertilizante,Amazonas,platano,permanente,Abr,1003.6341666666668,67859.43,propia
Fitosanitario,Amazonas,platano,permanente,Abr,1003.6341666666668,64030.37,propia
Riego,Amazonas,platano,permanente,Abr,1003.6341666666668,49937.31,propia
Abono orgánico,Amazonas,platano,permanente,Abr,1003.6341666666668,55960.1,propia
Asistencia técnica,Amazonas,platano,permanente,Abr,1003.6341666666668,27707.49,propia
Fertilizante,Amazonas,platano,permanente,May,1003.6341666666668,67859.43,propia
Fitosanitario,Amazonas,platano,permanente,May,1003.6341666666668,64030.37,propia
Riego,Amazonas,platano,permanente,May,1003.6341666666668,49937.31,propia
Abono orgánico,Amazonas,platano,permanente,May,1003.6341666666668,55960.1,propia
Asistencia técnica,Amazonas,platano,permanente,May,1003.6341666666668,27707.49,propia
Fertilizante,Amazonas,platano,permanente,Jun,1003.6341666666668,67859.43,propia
Fitosanitario,Amazonas,platano,permanente,Jun,1003.6341666666668,64030.37,propia
Riego,Amazonas,platano,permanente,Jun,1003.6341666666668,49937.31,propia
Abono orgánico,Amazonas,platano,permanente,Jun,1003.6341666666668,55960.1,propia
Asistencia técnica,Amazonas,platano,permanente,Jun,1003.6341666666668,27707.49,propia
Fertilizante,Amazonas,platano,permanente,Jul,1003.6341666666668,67859.43,propia
Fitosanitario,Amazonas,platano,permanente,Jul,1003.6341666666668,64030.37,propia
